bsid	biosystem_ncbi_gene_id
463	19650
463	19651
463	20842
463	20843
463	21808
463	21809
463	22137
463	22390
463	22628
463	22629
463	22630
463	22642
463	23834
463	23882
463	24061
463	26428
463	26429
463	27214
463	27401
463	30939
463	50793
463	52206
463	52563
463	54401
463	55948
463	56317
463	56438
463	56452
463	59008
463	66156
463	66440
463	66671
463	68999
463	69010
463	69957
463	71890
463	99152
463	104394
463	105988
463	107995
463	140557
463	209091
463	211586
463	217232
463	218294
463	229776
463	242705
463	268697
463	268930
463	381759
463	100043674
463	102642920
465	11783
465	12122
465	12367
465	12370
465	12371
465	12442
465	12443
465	12444
465	12445
465	12447
465	12448
465	12450
465	12452
465	12521
465	12566
465	12567
465	12571
465	13067
465	13197
465	13663
465	17248
465	17873
465	18787
465	20135
465	20437
465	20438
465	20724
465	21825
465	22401
465	23882
465	26374
465	29870
465	55948
465	57913
465	58801
465	64058
465	66940
465	67874
465	68098
465	68428
465	75747
465	107831
465	107986
465	140742
465	170770
465	209091
465	230784
465	268697
465	382985
469	176230
469	176526
469	178084
469	178536
469	180464
469	180685
469	180978
469	181166
469	3565956
470	11652
470	11783
470	11796
470	11797
470	11798
470	12015
470	12048
470	12122
470	12333
470	12334
470	12364
470	12367
470	12368
470	12369
470	12370
470	12371
470	12633
470	12675
470	12983
470	12984
470	13067
470	13347
470	13368
470	13804
470	14082
470	14103
470	16150
470	16151
470	16175
470	16176
470	16177
470	16179
470	16180
470	16187
470	16188
470	17874
470	18211
470	18707
470	18709
470	18710
470	19056
470	19057
470	19059
470	19084
470	19085
470	19087
470	19766
470	21933
470	21937
470	22030
470	22035
470	30955
470	53859
470	71609
470	73914
470	108960
470	266632
470	320207
470	329581
471	171677
471	171832
471	171849
471	172610
471	172856
471	173894
471	174257
471	174941
471	175524
471	175802
471	175815
471	176808
471	177111
471	177138
471	177821
471	178447
471	178458
471	178494
471	178768
471	178839
471	179217
471	179358
471	180853
471	180904
471	181166
471	181344
471	181447
471	183461
471	186939
471	187536
471	190882
471	191762
471	191763
471	191765
471	260116
472	172244
472	172515
472	174027
472	176310
472	176332
472	178142
472	182072
473	31293
473	31589
473	31840
473	32078
473	33467
473	34263
473	34881
473	36555
473	39431
473	40062
473	40314
473	41602
473	42313
473	42445
473	42964
473	43162
473	43275
473	43558
473	251430
474	172891
474	173631
474	174274
474	175524
474	176548
474	177821
474	179068
474	179217
474	183461
474	187536
474	191745
475	174044
475	174257
475	175750
475	175815
475	176229
475	178117
475	178447
475	178458
475	178494
475	178839
475	179068
475	179358
475	181447
475	191762
475	191763
475	191765
475	260116
475	3565956
477	11652
477	12015
477	12371
477	15507
477	16542
477	17164
477	18019
477	18176
477	18707
477	18709
477	18710
477	18751
477	18752
477	18783
477	18803
477	19056
477	19057
477	19059
477	19094
477	19303
477	19353
477	19354
477	20698
477	20779
477	26395
477	26396
477	26415
477	27371
477	29857
477	30955
477	56632
477	78390
477	102626
477	110157
477	170758
477	211429
477	216148
477	232889
477	271844
477	320207
477	329502
478	11461
478	11465
478	11472
478	11474
478	11652
478	11796
478	11797
478	11798
478	11848
478	11855
478	12015
478	12334
478	12390
478	12391
478	12443
478	12444
478	12445
478	12643
478	12814
478	12815
478	12824
478	12825
478	12826
478	12827
478	12828
478	12829
478	12830
478	12831
478	12832
478	12833
478	12834
478	12835
478	12842
478	12843
478	12845
478	12927
478	12928
478	12929
478	13367
478	13712
478	14205
478	14257
478	14360
478	15234
478	15891
478	16398
478	16399
478	16400
478	16401
478	16402
478	16403
478	16404
478	16410
478	16416
478	16419
478	16420
478	16421
478	16542
478	16772
478	16773
478	16774
478	16775
478	16776
478	16777
478	16779
478	16780
478	16782
478	17295
478	17898
478	17906
478	17907
478	17931
478	18479
478	18481
478	18590
478	18654
478	18707
478	18709
478	18710
478	18717
478	18751
478	18752
478	19046
478	19047
478	19303
478	19353
478	19354
478	19417
478	19699
478	19877
478	20418
478	20662
478	20663
478	20750
478	20779
478	21825
478	21826
478	21827
478	21828
478	21894
478	21923
478	21960
478	22323
478	22324
478	22325
478	22330
478	22340
478	22341
478	22370
478	22371
478	22793
478	23928
478	26395
478	26414
478	30955
478	53867
478	54635
478	57257
478	57342
478	59310
478	60595
478	64099
478	67268
478	67653
478	67938
478	68553
478	68794
478	70549
478	70584
478	71355
478	71785
478	81877
478	94216
478	98932
478	104099
478	107589
478	107746
478	109700
478	109711
478	109880
478	109905
478	110157
478	170758
478	192176
478	192897
478	213119
478	213435
478	214230
478	215449
478	216148
478	224105
478	226519
478	228785
478	232807
478	232906
478	238564
478	241226
478	241656
478	245026
478	271849
478	286940
478	319480
478	320207
478	320910
478	329251
478	329278
478	330662
478	373864
478	434233
478	665033
479	31612
479	33726
479	33727
479	33941
479	34068
479	36773
479	38723
479	39118
479	39529
479	43946
481	11431
481	11461
481	11465
481	11472
481	11474
481	11848
481	12385
481	12386
481	12388
481	12550
481	13000
481	13001
481	14158
481	14360
481	15170
481	16842
481	17126
481	17127
481	17128
481	17295
481	17356
481	18099
481	19263
481	19268
481	19271
481	19274
481	19294
481	19353
481	19354
481	20411
481	20583
481	20613
481	20779
481	21414
481	21415
481	21416
481	21812
481	21813
481	21872
481	22330
481	22376
481	22612
481	26409
481	29875
481	58235
481	58998
481	60595
481	67653
481	71740
481	73178
481	83767
481	93742
481	99167
481	108100
481	109711
481	170758
481	216033
481	227377
481	242687
481	245880
481	380928
482	11461
482	11465
482	11472
482	11474
482	11652
482	11848
482	12385
482	12386
482	12567
482	12695
482	12737
482	12738
482	12739
482	12740
482	12741
482	13000
482	13001
482	13043
482	13821
482	13822
482	13823
482	14677
482	14678
482	14679
482	14924
482	15163
482	16456
482	16897
482	17356
482	17475
482	17532
482	17879
482	17880
482	17882
482	17883
482	17884
482	17885
482	17886
482	17888
482	17898
482	17906
482	17907
482	18176
482	18260
482	18417
482	18751
482	18752
482	18754
482	18755
482	18759
482	18761
482	18762
482	19052
482	19053
482	20130
482	20336
482	20742
482	20779
482	21872
482	21873
482	22612
482	27375
482	27428
482	30960
482	50791
482	51792
482	52432
482	53624
482	54419
482	54420
482	56173
482	56217
482	56449
482	56492
482	56513
482	56863
482	57255
482	58187
482	58220
482	59310
482	60363
482	60595
482	65964
482	66922
482	67268
482	67374
482	67653
482	67938
482	68328
482	69908
482	70737
482	71774
482	71908
482	71960
482	71978
482	72058
482	72930
482	73699
482	73934
482	74094
482	74987
482	75677
482	75723
482	77579
482	83964
482	93737
482	93742
482	98932
482	99470
482	109711
482	110380
482	114141
482	140781
482	192195
482	208431
482	211446
482	216033
482	217325
482	224912
482	239931
482	242653
482	269587
482	269643
482	544791
482	621628
482	667772
482	668940
482	100039801
483	11512
483	11513
483	11514
483	11515
483	11554
483	13488
483	13489
483	14609
483	14617
483	14672
483	14677
483	14678
483	14679
483	14683
483	14745
483	14816
483	15558
483	15559
483	16438
483	16439
483	16440
483	18176
483	18590
483	18751
483	18752
483	18795
483	18796
483	18797
483	19092
483	20662
483	20663
483	20779
483	21872
483	22142
483	22143
483	22144
483	22145
483	22146
483	22147
483	22151
483	22152
483	22153
483	22154
483	23938
483	23939
483	26395
483	26396
483	26405
483	53857
483	54195
483	54635
483	60596
483	67951
483	71785
483	73710
483	104110
483	104111
483	104318
483	108071
483	110157
483	210044
483	227613
483	234889
483	238463
483	239134
483	545486
484	11537
484	11905
484	12061
484	12062
484	12258
484	12260
484	12262
484	12263
484	12266
484	12267
484	12268
484	12269
484	12273
484	12274
484	12279
484	12509
484	12628
484	12630
484	12902
484	12946
484	13136
484	13137
484	14058
484	14060
484	14061
484	14062
484	14066
484	14067
484	14068
484	14069
484	14071
484	14161
484	14962
484	15139
484	15160
484	16621
484	16644
484	17174
484	17175
484	17194
484	17195
484	17221
484	18787
484	18791
484	18793
484	18815
484	18816
484	19123
484	19128
484	20700
484	20701
484	20702
484	20703
484	20704
484	21788
484	21824
484	22371
484	22789
484	50908
484	50909
484	56373
484	58992
484	69379
484	74145
484	99571
484	109821
484	109828
484	110135
484	110382
484	230558
484	268591
484	317677
484	333883
484	385643
486	11421
486	11606
486	11608
486	11609
486	12873
486	13035
486	13646
486	13648
486	13809
486	16612
486	16613
486	16616
486	16617
486	16618
486	16622
486	16623
486	16624
486	16790
486	17171
486	17228
486	17380
486	18050
486	19025
486	19072
486	19701
486	19702
486	50492
486	70008
486	70495
486	72461
486	75805
486	211578
486	217246
486	240028
488	11652
488	11761
488	12048
488	12443
488	12444
488	12445
488	12700
488	12702
488	12703
488	12803
488	12804
488	12981
488	12982
488	12983
488	12984
488	12985
488	12986
488	13019
488	13856
488	14199
488	14580
488	15170
488	15962
488	15964
488	15965
488	15967
488	15968
488	15969
488	15970
488	15972
488	15974
488	15975
488	15976
488	15977
488	15978
488	15979
488	15980
488	16153
488	16154
488	16155
488	16156
488	16157
488	16158
488	16159
488	16160
488	16161
488	16162
488	16163
488	16164
488	16165
488	16168
488	16169
488	16184
488	16185
488	16187
488	16188
488	16189
488	16190
488	16191
488	16192
488	16194
488	16195
488	16198
488	16199
488	16391
488	16451
488	16453
488	16878
488	16880
488	17210
488	17344
488	17480
488	18413
488	18414
488	18707
488	18709
488	18710
488	18712
488	19109
488	19116
488	19255
488	20662
488	20663
488	20846
488	20847
488	20849
488	20852
488	21832
488	30955
488	50929
488	50931
488	53603
488	54607
488	54721
488	56324
488	56468
488	56469
488	57914
488	58181
488	59004
488	60504
488	60505
488	67296
488	71724
488	71872
488	83430
488	93672
488	110157
488	192157
488	209590
488	213043
488	213208
488	229615
488	230396
488	230405
488	230828
488	237310
488	237313
488	239114
488	242517
488	242519
488	242700
488	320207
488	329244
488	330496
488	338374
488	387510
488	404549
488	100038993
488	100042555
488	100861969
490	11836
490	12122
490	12367
490	12503
490	12506
490	12981
490	14103
490	14127
490	14360
490	14939
490	14964
490	14972
490	15040
490	15101
490	15170
490	15894
490	15896
490	15962
490	15964
490	15965
490	15967
490	15968
490	15969
490	15970
490	15972
490	15974
490	15975
490	15976
490	15977
490	15978
490	15979
490	15980
490	16408
490	16414
490	16415
490	16627
490	16634
490	16635
490	16638
490	16639
490	16640
490	16641
490	16642
490	16643
490	16797
490	16818
490	16822
490	17059
490	17086
490	18018
490	18019
490	18106
490	18176
490	18479
490	18646
490	18707
490	18709
490	18710
490	18751
490	18752
490	18803
490	19056
490	19057
490	19059
490	19353
490	19354
490	19368
490	19369
490	19370
490	20400
490	20418
490	20662
490	20663
490	20963
490	21933
490	22035
490	22177
490	22324
490	22325
490	22637
490	23900
490	24055
490	26395
490	26396
490	26904
490	27007
490	30955
490	56554
490	57257
490	77777
490	109880
490	110157
490	170758
490	216148
490	230396
490	242517
490	242519
490	246256
490	271849
490	320207
490	379043
490	404549
495	12234
495	12952
495	12953
495	18143
495	18626
495	18627
495	18628
495	19079
495	19082
495	19883
495	19885
495	20893
495	50789
495	56438
495	79362
495	104318
495	105787
495	217166
495	225998
495	241113
495	100043674
497	11836
497	12918
497	12921
497	14672
497	14673
497	14674
497	14677
497	14678
497	14679
497	14683
497	14687
497	14799
497	14800
497	14804
497	14816
497	16438
497	16439
497	16440
497	17096
497	18125
497	18176
497	18751
497	18752
497	18783
497	18795
497	18796
497	18797
497	19051
497	19052
497	19053
497	19092
497	20190
497	26395
497	26396
497	51792
497	53623
497	54195
497	60596
497	73699
497	78390
497	109880
497	110157
497	211429
497	232889
497	234889
497	239134
497	271844
497	329502
497	666513
500	11461
500	11465
500	11472
500	11474
500	11789
500	11836
500	11848
500	11867
500	12061
500	12062
500	12475
500	12631
500	12632
500	12669
500	12671
500	12672
500	12927
500	12928
500	12929
500	13367
500	13800
500	14061
500	14062
500	14163
500	14164
500	14165
500	14166
500	14167
500	14168
500	14169
500	14170
500	14171
500	14172
500	14173
500	14174
500	14175
500	14176
500	14177
500	14178
500	14179
500	14180
500	14183
500	14184
500	14186
500	14673
500	14674
500	14701
500	16333
500	16398
500	16399
500	16400
500	16401
500	16402
500	16403
500	16404
500	16407
500	16408
500	16409
500	16410
500	16411
500	16414
500	16415
500	16416
500	16419
500	16420
500	16421
500	16801
500	16885
500	16886
500	17451
500	17532
500	17886
500	17898
500	17906
500	17907
500	17931
500	18176
500	18479
500	18481
500	18590
500	18643
500	18645
500	18707
500	18709
500	18710
500	18711
500	18717
500	18718
500	18719
500	18720
500	19046
500	19047
500	19241
500	19303
500	19353
500	19354
500	19684
500	19877
500	20130
500	20259
500	20430
500	20544
500	20662
500	20663
500	20779
500	21844
500	22324
500	22325
500	22330
500	22350
500	22376
500	23805
500	23920
500	26395
500	26396
500	29875
500	30938
500	30955
500	50884
500	54004
500	54126
500	54635
500	56378
500	56419
500	56443
500	56636
500	57257
500	59310
500	60595
500	66922
500	67112
500	67268
500	67653
500	67771
500	67938
500	68089
500	69632
500	70584
500	71785
500	71960
500	73178
500	73341
500	74192
500	75477
500	76884
500	77579
500	80857
500	80903
500	83767
500	98932
500	101314
500	104099
500	105855
500	107589
500	108083
500	108100
500	109700
500	109711
500	109880
500	110157
500	117150
500	170758
500	192897
500	213119
500	213435
500	213788
500	214230
500	216963
500	224105
500	226970
500	227753
500	228785
500	231637
500	232807
500	232906
500	237860
500	238564
500	241226
500	241656
500	242687
500	243764
500	245857
500	319480
500	320207
500	320910
500	329165
500	329251
500	330662
500	381924
500	382562
500	404710
500	434233
500	544963
500	100503710
501	11652
501	11836
501	12015
501	12313
501	12314
501	12315
501	12402
501	12702
501	12703
501	12928
501	12929
501	13684
501	13685
501	13712
501	14104
501	14120
501	14251
501	14252
501	14377
501	14378
501	15277
501	16150
501	16332
501	16333
501	16369
501	16370
501	16890
501	17347
501	18176
501	18576
501	18679
501	18682
501	18707
501	18709
501	18710
501	18759
501	18762
501	18770
501	19046
501	19047
501	19062
501	19079
501	19082
501	19084
501	19085
501	19087
501	19268
501	19309
501	20104
501	20411
501	20418
501	20528
501	20662
501	20663
501	20787
501	26395
501	26396
501	26414
501	26987
501	30955
501	53412
501	53413
501	54646
501	58988
501	67296
501	68401
501	68961
501	70405
501	74370
501	80794
501	80796
501	100705
501	102093
501	103988
501	104215
501	105651
501	105787
501	106628
501	107476
501	107746
501	109880
501	110078
501	110094
501	110095
501	110157
501	140491
501	208650
501	212032
501	216019
501	216148
501	218268
501	228966
501	232493
501	241113
501	244416
501	271849
501	320207
501	434233
501	494124
502	11512
502	11513
502	11514
502	11515
502	11911
502	12288
502	12289
502	12292
502	12313
502	12314
502	12315
502	12322
502	12323
502	12325
502	12640
502	13712
502	14308
502	14672
502	14683
502	14714
502	14715
502	15200
502	16438
502	16439
502	16440
502	16866
502	17387
502	17390
502	18176
502	18751
502	18783
502	18795
502	18796
502	18797
502	18805
502	18806
502	19094
502	20662
502	20663
502	20779
502	23939
502	26395
502	26396
502	26397
502	26399
502	26400
502	26401
502	26405
502	26406
502	26407
502	26414
502	26415
502	29857
502	54652
502	70405
502	78390
502	80796
502	104110
502	104111
502	108058
502	110157
502	210044
502	211429
502	232889
502	271844
502	329502
502	494124
503	11512
503	11513
503	11514
503	11515
503	11652
503	11836
503	12235
503	12427
503	12442
503	12530
503	12531
503	12532
503	12566
503	12877
503	14677
503	14678
503	14679
503	15516
503	16333
503	17120
503	17222
503	17451
503	18576
503	18667
503	18707
503	18709
503	18710
503	18817
503	19094
503	20111
503	20112
503	26395
503	26414
503	26415
503	29857
503	30955
503	52206
503	52563
503	56317
503	59008
503	66156
503	66440
503	67071
503	67579
503	68999
503	69010
503	69957
503	70891
503	71890
503	74673
503	99152
503	104110
503	104111
503	109880
503	110157
503	110651
503	208922
503	209091
503	210044
503	217232
503	231207
503	268697
503	268930
503	320207
503	102642920
504	11512
504	11513
504	11514
504	11515
504	12313
504	12314
504	12315
504	12322
504	12323
504	12325
504	12913
504	13190
504	13542
504	13543
504	13544
504	13614
504	13618
504	14362
504	14365
504	14366
504	14367
504	14368
504	14369
504	14370
504	14371
504	14677
504	14678
504	14679
504	14683
504	16590
504	16842
504	17199
504	17311
504	17342
504	18176
504	18751
504	18752
504	18795
504	18796
504	18797
504	18976
504	20890
504	21414
504	21415
504	21416
504	22173
504	22178
504	22408
504	22409
504	22410
504	22411
504	22412
504	22413
504	22414
504	22415
504	22416
504	22417
504	22418
504	22419
504	22420
504	22421
504	22422
504	22423
504	26395
504	26396
504	26427
504	50518
504	57265
504	70405
504	78284
504	80796
504	93735
504	93897
504	104110
504	104111
504	108058
504	110157
504	208647
504	208677
504	210044
504	216795
504	494124
505	11450
505	11604
505	11652
505	12491
505	12675
505	12702
505	12894
505	12895
505	14081
505	14377
505	14378
505	16150
505	16151
505	16369
505	16370
505	18036
505	18037
505	18761
505	18976
505	19079
505	19082
505	20181
505	20182
505	20183
505	20525
505	20528
505	21937
505	21938
505	22030
505	26414
505	50790
505	55984
505	68401
505	68465
505	71609
505	72674
505	74205
505	78070
505	78625
505	94180
505	100705
505	105787
505	109648
505	207565
505	216739
505	241113
505	328845
505	433256
506	11450
506	12287
506	12288
506	12289
506	12290
506	12291
506	12702
506	12703
506	15277
506	16150
506	16333
506	16369
506	16370
506	16514
506	18609
506	18707
506	18709
506	18710
506	18746
506	18754
506	18762
506	18770
506	20526
506	20528
506	20927
506	26414
506	30955
506	67296
506	103988
506	212032
506	216019
506	320207
506	378435
507	12487
507	12519
507	12524
507	12876
507	14103
507	14415
507	14417
507	14939
507	14960
507	14961
507	14963
507	14964
507	14969
507	14972
507	14985
507	14990
507	14991
507	14997
507	14998
507	14999
507	15000
507	15001
507	15002
507	15006
507	15007
507	15013
507	15018
507	15019
507	15024
507	15033
507	15039
507	15040
507	15042
507	15043
507	15051
507	15893
507	15978
507	16159
507	16160
507	16175
507	16176
507	16333
507	16992
507	18646
507	19275
507	19276
507	110557
507	110696
507	224753
507	224754
507	224756
507	224761
507	333715
507	399549
507	547349
507	100504404
507	101056305
507	102641613
508	11925
508	15205
508	15242
508	15285
508	15376
508	15377
508	15378
508	15379
508	15874
508	16333
508	17341
508	18012
508	18088
508	18096
508	18506
508	18508
508	18609
508	18770
508	20526
508	21405
508	21410
508	26424
508	30942
508	103988
508	320995
508	378435
509	11487
509	11491
509	11783
509	11785
509	11938
509	11950
509	11951
509	11957
509	12015
509	12122
509	12288
509	12289
509	12292
509	12313
509	12314
509	12315
509	12333
509	12334
509	12364
509	12367
509	12369
509	12370
509	12371
509	12569
509	12857
509	12859
509	12861
509	12862
509	12864
509	12865
509	12866
509	12867
509	12868
509	12869
509	13067
509	13666
509	14082
509	14810
509	14811
509	14812
509	14813
509	14814
509	15108
509	15925
509	16176
509	16438
509	16439
509	16440
509	16956
509	16971
509	17380
509	17705
509	17706
509	17709
509	17710
509	17711
509	17991
509	17992
509	18125
509	18795
509	18796
509	18797
509	19056
509	19057
509	19059
509	19165
509	20192
509	20463
509	20617
509	21937
509	22272
509	23821
509	53313
509	54405
509	54652
509	56175
509	59287
509	66043
509	66091
509	66108
509	66142
509	66152
509	66218
509	66340
509	66377
509	66414
509	66416
509	66495
509	66576
509	66594
509	66925
509	66945
509	67003
509	67126
509	67130
509	67184
509	67264
509	67942
509	68194
509	68197
509	68198
509	68318
509	68375
509	69875
509	70316
509	70405
509	71679
509	72900
509	75483
509	78174
509	78330
509	80796
509	84682
509	104130
509	110323
509	208117
509	226548
509	226641
509	228033
509	230075
509	234664
509	239760
509	333182
509	407785
509	407790
509	494124
509	595136
509	100041273
509	100042503
509	102641315
509	102641347
509	102641600
509	102641678
509	102642884
511	11783
511	12015
511	12048
511	12122
511	12362
511	12364
511	12367
511	12371
511	12460
511	13067
511	13163
511	14799
511	14800
511	14810
511	14811
511	14812
511	14813
511	14814
511	18039
511	18040
511	18125
511	19056
511	19057
511	19059
511	19094
511	19132
511	19353
511	20511
511	21937
511	21938
511	26397
511	26399
511	26415
511	29857
511	53333
511	67819
511	74018
511	380684
511	641376
512	407785
512	407790
512	432611
512	595136
512	627872
512	100041273
512	100042503
512	100101919
512	100862456
512	102641086
512	102641315
512	102641347
512	102641600
512	102641678
512	102642884
512	11740
512	11771
512	11772
512	11773
512	11783
512	11950
512	11951
512	11957
512	12367
512	12370
512	12371
512	12757
512	12857
512	12859
512	12861
512	12862
512	12864
512	12865
512	12866
512	12867
512	12868
512	12869
512	12913
512	13067
512	13191
512	13385
512	13411
512	13417
512	14810
512	14812
512	15114
