observation_stable_id	pubmed_id
OB_002250	17335870
OB_002251	17335870
OB_002252	17335870
OB_002253	17335870
OB_002254	12958363
OB_002255	10377425
OB_002256	17592521
OB_002257	17592521
OB_002258	17592521
OB_002259	17592521
OB_000225	11805047
OB_002260	17592521
OB_002261	17592521
OB_002262	17592521
OB_002263	17592521
OB_002264	16181657
OB_002265	18006689
OB_002266	16181657
OB_002267	19812672
OB_002268	16968739
OB_002269	16968739
OB_000226	18423200
OB_002270	16968739
OB_002271	16968739
OB_002272	16968739
OB_002273	18006689
OB_002274	16968739
OB_002275	16968739
OB_002276	16968739
OB_002277	16968739
OB_002278	16968739
OB_002279	16968739
OB_000227	18423200
OB_002280	11709184
OB_002281	11709184
OB_002282	11709184
OB_002283	11709184
OB_002284	16380712
OB_002285	11709184
OB_002286	11709184
OB_002287	11709184
OB_002288	11709184
OB_002289	11709184
OB_000228	18423200
OB_002290	11709184
OB_002291	11709184
OB_002292	11709184
OB_002293	11709184
OB_002294	11709184
OB_002295	18006689
OB_002296	11709184
OB_002297	11709184
OB_002298	11709184
OB_002299	11709184
OB_000229	18423200
OB_000022	10617200
OB_002300	11709184
OB_002301	11709184
OB_002302	7638227
OB_002303	18006689
OB_002304	7638227
OB_002305	7638227
OB_002306	7638227
OB_002307	7638227
OB_002308	7638227
OB_002309	7638227
OB_000230	18423200
OB_002310	7638227
OB_002311	15767565
OB_002312	15767565
OB_002313	15767565
OB_002314	18006689
OB_002315	15767565
OB_002316	15767565
OB_002317	15767565
OB_002318	20140187
OB_002319	16530050
OB_000231	18423200
OB_002320	16530050
OB_002321	16530050
OB_002322	16530050
OB_002323	16530050
OB_002324	16530050
OB_002325	16103914
OB_002326	11242085
OB_002327	16530050
OB_002328	16530050
OB_002329	16530050
OB_000232	18423200
OB_002330	16530050
OB_002331	16530050
OB_002332	16530050
OB_002333	16530050
OB_002334	16530050
OB_002335	16530050
OB_002336	16530050
OB_002337	18006689
OB_002338	16530050
OB_002339	16530050
OB_000233	18423200
OB_002340	16530050
OB_002341	16530050
OB_002342	16530050
OB_002343	16530050
OB_002344	16530050
OB_002345	16530050
OB_002346	16530050
OB_002347	16530050
OB_002348	18006689
OB_002349	16530050
OB_000234	18423200
OB_002350	16530050
OB_002351	16530050
OB_002352	16530050
OB_002353	16530050
OB_002354	16530050
OB_002355	16530050
OB_002356	16530050
OB_002357	16530050
OB_002358	16164423
OB_002359	18006689
OB_000235	18423200
OB_002360	16164423
OB_002361	16164423
OB_002362	16164423
OB_002363	16164423
OB_002364	16164423
OB_002365	16164423
OB_002366	16164423
OB_002367	16164423
OB_002368	16164423
OB_002369	16164423
OB_000236	12391171
OB_002370	18006689
OB_002371	16164423
OB_002372	16164423
OB_002373	16164423
OB_002374	16164423
OB_002375	16164423
OB_002376	16164423
OB_002377	16164423
OB_002378	16164423
OB_002379	16164423
OB_000237	18423200
OB_002380	16164423
OB_002381	18006689
OB_002382	16164423
OB_002383	16373574
OB_002384	16373574
OB_002385	16373574
OB_002386	16373574
OB_002387	16373574
OB_002388	16373574
OB_002389	16373574
OB_000238	18423200
OB_002390	16373574
OB_002391	16373574
OB_002392	18006689
OB_002393	16373574
OB_002394	16373574
OB_002395	16373574
OB_002396	16373574
OB_002397	16373574
OB_002398	16373574
OB_002399	16373574
OB_000239	18423200
OB_000023	19372390
OB_002400	16373574
OB_002401	16373574
OB_002402	16373574
OB_002403	18006689
OB_002404	16373574
OB_002405	16373574
OB_002406	16373574
OB_002407	16373574
OB_002408	16373574
OB_002409	16373574
OB_000240	18423200
OB_002410	16373574
OB_002411	16373574
OB_002412	16373574
OB_002413	16373574
OB_002414	18006689
OB_002415	16373574
OB_002416	16373574
OB_002417	16373574
OB_002418	16373574
OB_002419	16373574
OB_000241	18423200
OB_002420	16373574
OB_002421	16373574
OB_002422	16373574
OB_002423	16373574
OB_002424	16373574
OB_002425	18006689
OB_002426	16373574
OB_002427	16373574
OB_002428	16373574
OB_002429	16373574
OB_000242	18423200
OB_002430	20952811
OB_002431	20952811
OB_002432	20952811
OB_002433	20952811
OB_002434	20952811
OB_002435	20952811
OB_002436	18006689
OB_002437	10521401
OB_002438	20952811
OB_002439	20952811
OB_000243	18423200
OB_002440	20952811
OB_002441	20952811
OB_002442	20952811
OB_002443	20952811
OB_002444	20952811
OB_002445	20952811
OB_002446	20952811
OB_002447	20952811
OB_002448	18006689
OB_002449	20952811
OB_000244	18423200
OB_002450	20952811
OB_002451	20952811
OB_002452	9716135
OB_002453	17559503
OB_002454	17559503
OB_002455	17559503
OB_002456	8807294
OB_002457	8807294
OB_002458	8807294
OB_002459	15998808
OB_000245	18423200
OB_002460	8807294
OB_002461	8807294
OB_002462	8807294
OB_002463	8807294
OB_002464	8807294
OB_002465	8807294
OB_002466	8807294
OB_002467	8807294
OB_002468	8807294
OB_002469	8807294
OB_000246	12391171
OB_002470	18006689
OB_002471	8807294
OB_002472	8807294
OB_002473	8807294
OB_002474	8807294
OB_002475	8807294
OB_002476	8807294
OB_002477	8807294
OB_002478	8807294
OB_002479	8807294
OB_000247	18423200
OB_002480	8807294
OB_002481	18006689
OB_002482	8807294
OB_002483	8807294
OB_002484	8807294
OB_002485	8807294
OB_002486	8807294
OB_002487	8807294
OB_002488	8807294
OB_002489	8807294
OB_000248	18423200
OB_002490	8807294
OB_002491	8807294
OB_002492	18006689
OB_002493	8807294
OB_002494	8807294
OB_002495	8807294
OB_002496	8807294
OB_002497	8807294
OB_002498	8807294
OB_002499	8807294
OB_000249	18423200
OB_000024	19372390
OB_002500	8807294
OB_002501	8807294
OB_002502	8807294
OB_002503	18006689
OB_002504	8807294
OB_002505	8807294
OB_002506	8807294
OB_002507	8807294
OB_002508	8807294
OB_002509	8807294
OB_000250	18423200
OB_002510	8807294
OB_002511	8807294
OB_002512	8807294
OB_002513	8807294
OB_002514	18006689
OB_002515	8807294
OB_002516	16242019
OB_002517	15155758
OB_002518	15155758
OB_002519	15155758
OB_000251	18423200
OB_002520	15155758
OB_002521	15155758
OB_002522	15155758
OB_002523	15155758
OB_002524	15155758
OB_002525	18006689
OB_002526	15155758
OB_002527	15155758
OB_002528	15155758
OB_002529	15155758
OB_000252	18423200
OB_002530	15155758
OB_002531	15155758
OB_002532	15155758
OB_002533	15155758
OB_002534	15155758
OB_002535	15155758
OB_002536	18006689
OB_002537	15155758
OB_002538	15155758
OB_002539	15155758
OB_000253	18423200
OB_002540	15155758
OB_002541	15155758
OB_002542	15155758
OB_002543	15155758
OB_002544	15155758
OB_002545	15155758
OB_002546	15155758
OB_002547	18006689
OB_002548	10521401
OB_002549	15155758
OB_000254	18423200
OB_002550	15155758
OB_002551	1448167
OB_002552	16054097
OB_002553	16054097
OB_002554	16054097
OB_002555	16054097
OB_002556	16054097
OB_002557	16054097
OB_002558	16079796
OB_002559	18006689
OB_000255	18423200
OB_002560	17567437
OB_002561	16107615
OB_002562	11780111
OB_002563	15186745
OB_002564	17872905
OB_002565	17872905
OB_002566	16436465
OB_002567	16278235
OB_002568	14583653
OB_002569	12933651
OB_000256	12459580
OB_002570	18006689
OB_002571	12933651
OB_002572	11371619
OB_002573	11371619
OB_002574	15331597
OB_002575	14734639
OB_002576	14734639
OB_002577	14734639
OB_002578	14734639
OB_002579	18006689
OB_000257	18423200
OB_002580	17608836
OB_002581	18006689
OB_002582	18006689
OB_002583	11591319
OB_002584	11591319
OB_002585	11591319
OB_002586	11591319
OB_002587	11591319
OB_002588	11591319
OB_002589	11591319
OB_000258	18423200
OB_002590	11591319
OB_002591	11591319
OB_002592	18006689
OB_002593	15998808
OB_002594	15653505
OB_002595	15653505
OB_002596	15653505
OB_002597	15653505
OB_002598	15653505
OB_002599	15653505
OB_000259	18423200
OB_000025	19372390
OB_002600	15653505
OB_002601	15653505
OB_002602	15653505
OB_002603	17608836
OB_002604	15653505
OB_002605	15653505
OB_002606	15653505
OB_002607	15653505
OB_002608	15653505
OB_002609	15653505
OB_000260	18423200
OB_002610	15653505
OB_002611	15653505
OB_002612	15653505
OB_002613	15653505
OB_002614	15998808
OB_002615	10521401
OB_002616	15653505
OB_002617	15653505
OB_002618	15653505
OB_002619	15653505
OB_000261	18423200
OB_002620	15653505
OB_002621	15653505
OB_002622	15653505
OB_002623	18949032
OB_002624	18949032
OB_002625	17608836
OB_002626	18949032
OB_002627	18949032
OB_002628	18949032
OB_002629	17608836
OB_000262	18423200
OB_002630	18248662
OB_002631	18248662
OB_002632	18248662
OB_002633	18248662
OB_002634	18248662
OB_002635	18248662
OB_002636	17608836
OB_002637	18248662
OB_002638	18248662
OB_002639	18248662
OB_000263	12459580
OB_002640	18248662
OB_002641	18248662
OB_002642	18248662
OB_002643	18248662
OB_002644	18248662
OB_002645	18248662
OB_002646	18248662
OB_002647	17608836
OB_002648	18248662
OB_002649	18248662
OB_000264	18423200
OB_002650	18248662
OB_002651	18248662
OB_002652	18248662
OB_002653	18248662
OB_002654	20707865
OB_002655	20707865
OB_002656	20707865
OB_002657	20707865
OB_002658	18006689
OB_002659	20726853
OB_000265	18423200
OB_002660	20626726
OB_002661	20626726
OB_002662	20626726
OB_002663	20626726
OB_002664	20626726
OB_002665	20626726
OB_002666	20550517
OB_002667	20550517
OB_002668	18006689
OB_002669	20550517
OB_000266	18423200
OB_002670	20550517
OB_002671	20550517
OB_002672	20550517
OB_002673	20550517
OB_002674	20626725
OB_002675	20626725
OB_002676	20626725
OB_002677	12447374
OB_002678	11331780
OB_002679	17210671
OB_000267	18423200
OB_002680	18411298
OB_002681	18411298
OB_002682	16439206
OB_002683	20346072
OB_002684	12447374
OB_002685	20346072
OB_002686	20346072
OB_002687	20346072
OB_002688	20346072
OB_002689	20346072
OB_000268	18423200
OB_002690	20346072
OB_002691	20346072
OB_002692	20346072
OB_002693	20346072
OB_002694	20346072
OB_002695	12447374
OB_002696	20346072
OB_002697	20346072
OB_002698	20346072
OB_002699	20346071
OB_000269	18423200
OB_000026	19372390
OB_002700	20346071
OB_002701	20346071
OB_002702	20346071
OB_002703	20346071
OB_002704	20456299
OB_002705	18006689
OB_002706	9789046
OB_002707	10617200
OB_002708	20456299
OB_002709	20456299
OB_000270	18423200
OB_002710	20456299
OB_002711	20456299
OB_002712	20456299
OB_002713	20456299
OB_002714	20456299
OB_002715	20456299
OB_002716	20456299
OB_002717	20456299
OB_002718	18006689
OB_002719	20456299
OB_000271	18423200
OB_002720	20456299
OB_002721	20456299
OB_002722	20456299
OB_002723	20456299
OB_002724	20456299
OB_002725	20456299
OB_002726	18006689
OB_002727	20456299
OB_002728	20456299
OB_002729	20456299
OB_000272	18423200
OB_002730	20456299
OB_002731	20456299
OB_002732	20456299
OB_002733	20456299
OB_002734	20456299
OB_002735	17411345
OB_002736	20456299
OB_002737	20456299
OB_002738	20456299
OB_002739	20456299
OB_000273	18423200
OB_002740	20456299
OB_002741	20456299
OB_002742	20456299
OB_002743	20456299
OB_002744	18006689
OB_002745	20456299
OB_002746	20456299
OB_002747	20456299
OB_002748	20456299
OB_002749	20456299
OB_000274	12470891
OB_002750	20456299
OB_002751	20456299
OB_002752	20456299
OB_002753	20456299
OB_002754	20456299
OB_002755	18006689
OB_002756	20456299
OB_002757	20456299
OB_002758	20456299
OB_002759	20456299
OB_000275	18423200
OB_002760	20456299
OB_002761	20456299
OB_002762	20456299
OB_002763	20456299
OB_002764	20456299
OB_002765	20456299
OB_002766	18006689
OB_002767	20456299
OB_002768	20456299
OB_002769	20456299
OB_000276	18423200
OB_002770	20456299
OB_002771	20456299
OB_002772	20456299
OB_002773	20456299
OB_002774	20456299
OB_002775	20456299
OB_002776	20456299
OB_002777	16741121
OB_002778	20456299
OB_002779	20456299
OB_000277	18423200
OB_002780	20456299
OB_002781	20456299
OB_002782	20456299
OB_002783	20456299
OB_002784	20456299
OB_002785	20456299
OB_002786	20456299
OB_002787	20456299
OB_002788	16741121
OB_002789	20456299
OB_000278	18423200
OB_002790	20456299
OB_002791	20456299
OB_002792	20456299
OB_002793	20456299
OB_002794	20456299
OB_002795	20456299
OB_002796	17420766
OB_002797	12483226
OB_002798	12483226
OB_002799	16741121
OB_000279	18423200
OB_000027	19372390
OB_002800	17641201
OB_002801	9363890
OB_002802	12748643
OB_002803	17717065
OB_002804	12629043
OB_002805	15350840
OB_002806	15350840
OB_002807	17909035
OB_002808	15164064
OB_002809	21111708
OB_000280	18423200
OB_002810	16741121
OB_002811	9858546
OB_002812	21111708
OB_002813	21111708
OB_002814	21111708
OB_002815	19077044
OB_002816	19077044
OB_002817	19077044
OB_002818	19077044
OB_002819	20497132
OB_000281	18423200
OB_002820	20497132
OB_002821	20497132
OB_002822	16741121
OB_002823	20497132
OB_002824	20497132
OB_002825	20497132
OB_002826	20497132
OB_002827	20497132
OB_002828	19793063
OB_002829	19793063
OB_000282	18423200
OB_002830	19793063
OB_002831	16741121
OB_002832	19793063
OB_002833	19793063
OB_002834	19793063
OB_002835	19239418
OB_002836	19239418
OB_002837	19575768
OB_002838	19575768
OB_002839	19575768
OB_000283	18423200
OB_002840	18006689
OB_002841	19575768
OB_002842	19489741
OB_002843	19489741
OB_002844	19489741
OB_002845	19489741
OB_002846	19489741
OB_002847	19489741
OB_002848	19489741
OB_002849	19489741
OB_000284	18423200
OB_002850	19489741
OB_002851	18006689
OB_002852	17681037
OB_002853	16652371
OB_002854	16652371
OB_002855	16652371
OB_002856	16652371
OB_002857	12891360
OB_002858	8900272
OB_002859	8900272
OB_000285	10219000
OB_002860	19764929
OB_002861	18006689
OB_002862	19764929
OB_002863	19764929
OB_002864	19764929
OB_002865	19764929
OB_002866	19764929
OB_002867	19764929
OB_002868	19764929
OB_002869	19764929
OB_000286	18423200
OB_002870	19764929
OB_002871	19747232
OB_002872	18006689
OB_002873	19747232
OB_002874	19747232
OB_002875	19747232
OB_002876	19747232
OB_002877	19747232
OB_002878	17711561
OB_002879	17711561
OB_000287	18423200
OB_002880	17711561
OB_002881	17711561
OB_002882	18006689
OB_002883	17711561
OB_002884	17711561
OB_002885	17711561
OB_002886	17711561
OB_002887	17711561
OB_002888	17711561
OB_002889	17711561
OB_000288	18423200
OB_002890	17711561
OB_002891	17895432
OB_002892	16741121
OB_002893	17711561
OB_002894	18006689
OB_002895	10224252
OB_002896	17711561
OB_002897	17711561
OB_002898	16099946
OB_002899	16099946
OB_000289	18423200
OB_000028	19372390
OB_002900	19416129
OB_002901	19416129
OB_002902	19416129
OB_002903	19416129
OB_002904	19416129
OB_002905	19416129
OB_002906	19416129
OB_002907	19416129
OB_002908	19416129
OB_002909	19416129
OB_000290	18423200
OB_002910	17673661
OB_002911	19416129
OB_002912	19416129
OB_002913	19416129
OB_002914	19416129
OB_002915	19416129
OB_002916	19416129
OB_002917	19416129
OB_002918	19416129
OB_002919	19416129
OB_000291	18423200
OB_002920	19416129
OB_002921	17411345
OB_002922	19416129
OB_002923	19416129
OB_002924	19416129
OB_002925	19416129
OB_002926	19416129
OB_002927	19416129
OB_002928	19416129
OB_002929	19416129
OB_000292	18423200
OB_002930	19416129
OB_002931	19416129
OB_002932	18006689
OB_002933	19416129
OB_002934	19416129
OB_002935	19416129
OB_002936	19416129
OB_002937	19416129
OB_002938	19416129
OB_002939	19416129
OB_000293	18423200
OB_002940	19416129
OB_002941	19416129
OB_002942	19416129
OB_002943	18006689
OB_002944	19416129
OB_002945	19416129
OB_002946	19416129
OB_002947	19416129
OB_002948	19416129
OB_002949	17392428
OB_000294	18423200
OB_002950	17521386
OB_002951	17521386
OB_002952	17521386
OB_002953	12757851
OB_002954	12757851
OB_002955	20561897
OB_002956	20561897
OB_002957	20561897
OB_002958	20561897
OB_002959	21055415
OB_000295	18423200
OB_002960	17608836
OB_002961	21055415
OB_002962	21055415
OB_002963	21055415
OB_002964	21055415
OB_002965	21055415
OB_002966	18006689
OB_002967	18006689
OB_002968	9620775
OB_002969	19501612
OB_000296	10759557
OB_002970	19501612
OB_002971	19501612
OB_002972	19501612
OB_002973	19501612
OB_002974	18006689
OB_002975	19501612
OB_002976	19501612
OB_002977	19501612
OB_002978	19501612
OB_002979	19501612
OB_000297	11371619
OB_002980	19501612
OB_002981	19501612
OB_002982	19501612
OB_002983	19501612
OB_002984	19501612
OB_002985	18006689
OB_002986	19501612
OB_002987	19501612
OB_002988	19501612
OB_002989	19501612
OB_000298	18423200
OB_002990	19501612
OB_002991	19501612
OB_002992	19501612
OB_002993	19501612
OB_002994	19501612
OB_002995	19501612
OB_002996	17900898
OB_002997	19501612
OB_002998	12954481
OB_002999	12954481
OB_000299	18423200
OB_000029	19372390
OB_000002	19372390
OB_003000	12954481
OB_003001	12954481
OB_003002	15771615
OB_003003	15771615
OB_003004	15771615
OB_003005	16434470
OB_003006	15998808
OB_003007	11118146
OB_003008	11118146
OB_003009	11118146
OB_000300	10521401
OB_003010	11292875
OB_003011	16055719
OB_003012	16055719
OB_003013	9794765
OB_003014	14570233
OB_003015	14570233
OB_003016	15314028
OB_003017	17651920
OB_003018	21191185
OB_003019	21191185
OB_000301	10202142
OB_003020	17173038
OB_003021	17173038
OB_003022	17173038
OB_003023	15533947
OB_003024	15547318
OB_003025	15547318
OB_003026	16418483
OB_003027	16418483
OB_003028	16418483
OB_003029	16418483
OB_000302	10224252
OB_003030	8195187
OB_003031	8195187
OB_003032	17200108
OB_003033	15141092
OB_003034	12845331
OB_003035	15141092
OB_003036	16303568
OB_003037	16303568
OB_003038	16822282
OB_003039	14602080
OB_000303	10224252
OB_003040	10207108
OB_003041	16713954
OB_003042	17174052
OB_003043	17174052
OB_003044	17174052
OB_003045	12845331
OB_003046	17174052
OB_003047	16782871
OB_003048	17369827
OB_003049	17369827
OB_000304	12521602
OB_003050	17369827
OB_003051	17369827
OB_003052	17369827
OB_003053	17369827
OB_003054	17369827
OB_003055	17369827
OB_003056	12845331
OB_003057	12072463
OB_003058	17855453
OB_003059	15024029
OB_000305	12057928
OB_003060	17056719
OB_003061	17056719
OB_003062	17854771
OB_003063	15520384
OB_003064	17159295
OB_003065	17159295
OB_003066	16172499
OB_003067	16172499
OB_003068	12845331
OB_003069	12845331
OB_000306	12543978
OB_003070	12845331
OB_003071	12845331
OB_003072	2644196
OB_003073	2644196
OB_003074	2698814
OB_003075	2698814
OB_003076	2698814
OB_003077	2698814
OB_003078	2698814
OB_003079	17435236
OB_000307	12471266
OB_003080	2698814
OB_003081	9872981
OB_003082	9872981
OB_003083	12213553
OB_003084	12213553
OB_003085	15998808
OB_003086	12213553
OB_003087	12213553
OB_003088	12213553
OB_003089	12213553
OB_000308	12471266
OB_003090	12213553
OB_003091	15998808
OB_003092	12213553
OB_003093	12213553
OB_003094	12213553
OB_003095	12213553
OB_003096	12213553
OB_003097	12242224
OB_003098	14739993
OB_003099	17608836
OB_000309	12471266
OB_000030	19372390
OB_003100	14739993
OB_003101	14739993
OB_003102	14739993
OB_003103	14739993
OB_003104	14739993
OB_003105	14739993
OB_003106	14739993
OB_003107	14739993
OB_003108	14739993
OB_003109	14739993
OB_000310	12471266
OB_003110	2508089
OB_003111	14739993
OB_003112	14739993
OB_003113	15236759
OB_003114	15236759
OB_003115	15236759
OB_003116	15236759
OB_003117	15236759
OB_003118	15236759
OB_003119	15236759
OB_000311	11000115
OB_003120	15236759
OB_003121	17673661
OB_003122	10638523
OB_003123	15236759
OB_003124	15236759
OB_003125	15236759
OB_003126	15547318
OB_003127	15547318
OB_003128	15547318
OB_003129	18694931
OB_000312	12620118
OB_003130	18694931
OB_003131	18694931
OB_003132	18694931
OB_003133	16380712
OB_003134	18694931
OB_003135	18694931
OB_003136	20178842
OB_003137	20178842
OB_003138	20178842
OB_003139	17964427
OB_000313	12620118
OB_003140	17964427
OB_003141	17964427
OB_003142	17411345
OB_003143	17964427
OB_003144	17964427
OB_003145	17964427
OB_003146	17964427
OB_003147	18006689
OB_003148	18006689
OB_003149	16626391
OB_000314	12620118
OB_003150	16626391
OB_003151	16626391
OB_003152	16626391
OB_003153	16626391
OB_003154	16626391
OB_003155	16626391
OB_003156	18006689
OB_003157	16626391
OB_003158	16626391
OB_003159	16626391
OB_000315	12620118
OB_003160	16626391
OB_003161	16626391
OB_003162	16626391
OB_003163	16626391
OB_003164	18006689
OB_003165	17081160
OB_003166	17081160
OB_003167	17081160
OB_003168	17081160
OB_003169	17081160
OB_000316	12620118
OB_003170	18006689
OB_003171	17411345
OB_003172	16626392
OB_003173	16626392
OB_003174	16626392
OB_003175	17411345
OB_003176	16626392
OB_003177	16626392
OB_003178	16626392
OB_003179	16626392
OB_000317	12620118
OB_003180	19424872
OB_003181	19424872
OB_003182	19424872
OB_003183	19424872
OB_003184	19424872
OB_003185	16300482
OB_003186	18006689
OB_003187	8108730
OB_003188	16300482
OB_003189	16300482
OB_000318	11242085
OB_003190	16300482
OB_003191	16300482
OB_003192	16300482
OB_003193	16300482
OB_003194	16300482
OB_003195	16300482
OB_003196	18616635
OB_003197	19007804
OB_003198	18006689
OB_003199	19007804
OB_000319	11242085
OB_000031	19372390
OB_003200	19059428
OB_003201	19059428
OB_003202	19059428
OB_003203	19059428
OB_003204	19059428
OB_003205	19059428
OB_003206	19059428
OB_003207	19059428
OB_003208	19059428
OB_003209	17608836
OB_000320	12136014
OB_003210	19059428
OB_003211	19059428
OB_003212	19059428
OB_003213	19059428
OB_003214	19059428
OB_003215	19059428
OB_003216	19059428
OB_003217	19059428
OB_003218	19059428
OB_003219	19059428
OB_000321	12136014
OB_003220	17608836
OB_003221	19059428
OB_003222	19059428
OB_003223	19059428
OB_003224	19059428
OB_003225	19059428
OB_003226	19059428
OB_003227	19059428
OB_003228	19059428
OB_003229	19059428
OB_000322	8169328
OB_003230	19428456
OB_003231	17608836
OB_003232	17608836
OB_003233	17608836
OB_003234	20117129
OB_003235	20117129
OB_003236	20117129
OB_003237	20117129
OB_003238	20117129
OB_003239	20117129
OB_000323	10617200
OB_003240	20117129
OB_003241	20117129
OB_003242	20117129
OB_003243	15998808
OB_003244	20117129
OB_003245	20117129
OB_003246	20117129
OB_003247	20117129
OB_003248	20117129
OB_003249	20117129
OB_000324	12882320
OB_003250	20117129
OB_003251	20117129
OB_003252	20117129
OB_003253	20117129
OB_003254	17608836
OB_003255	20117129
OB_003256	20117129
OB_003257	20117129
OB_003258	20117129
OB_003259	20117129
OB_000325	12882320
OB_003260	20117129
OB_003261	20117129
OB_003262	20117129
OB_003263	20117129
OB_003264	20117129
OB_003265	17608836
OB_003266	20117129
OB_003267	20117129
OB_003268	20117129
OB_003269	20117129
OB_000326	12610309
OB_003270	20117129
OB_003271	20117129
OB_003272	20117129
OB_003273	20117129
OB_003274	20117129
OB_003275	20117129
OB_003276	17608836
OB_003277	7859289
OB_003278	19426753
OB_003279	19426753
OB_000327	12610309
OB_003280	19426753
OB_003281	19426753
OB_003282	20236608
OB_003283	20236608
OB_003284	20236608
OB_003285	20236608
OB_003286	20236608
OB_003287	20236608
OB_003288	17411345
OB_003289	20236608
OB_000328	12586694
OB_003290	20236608
OB_003291	18691183
OB_003292	18691183
OB_003293	18691183
OB_003294	17411345
OB_003295	18691183
OB_003296	17559503
OB_003297	17559503
OB_003298	17559503
OB_003299	17559503
OB_000329	11747825
OB_000032	19372390
OB_003300	17559503
OB_003301	17559503
OB_003302	17559503
OB_003303	17559503
OB_003304	17559503
OB_003305	12447374
OB_003306	17559503
OB_003307	17559503
OB_003308	17559503
OB_003309	17559503
OB_000330	12586694
OB_003310	17559503
OB_003311	15771612
OB_003312	15771612
OB_003313	15771612
OB_003314	15771612
OB_003315	15771612
OB_003316	18006689
OB_003317	15771612
OB_003318	15659213
OB_003319	15659213
OB_000331	12586694
OB_003320	15659213
OB_003321	15659213
OB_003322	15659213
OB_003323	15659213
OB_003324	15659213
OB_003325	15659213
OB_003326	15659213
OB_003327	18006689
OB_003328	15659213
OB_003329	15659213
OB_000332	10693811
OB_003330	15659213
OB_003331	15659213
OB_003332	15659213
OB_003333	15659213
OB_003334	15659213
OB_003335	17157356
OB_003336	17157356
OB_003337	12882356
OB_003338	17608836
OB_003339	12882356
OB_000333	10207108
OB_003340	12882356
OB_003341	12882345
OB_003342	12882325
OB_003343	12882325
OB_003344	12882325
OB_003345	12882325
OB_003346	12882325
OB_003347	12882325
OB_003348	18006689
OB_003349	12882325
OB_000334	10693811
OB_003350	12882325
OB_003351	12882325
OB_003352	12882325
OB_003353	12882325
OB_003354	12882325
OB_003355	12882325
OB_003356	12882325
OB_003357	12882325
OB_003358	12882325
OB_003359	18006689
OB_000335	18423200
OB_003360	12882325
OB_003361	12882325
OB_003362	12882325
OB_003363	12882325
OB_003364	12882326
OB_003365	12882326
OB_003366	18241326
OB_003367	18006689
OB_003368	18241326
OB_003369	18241326
OB_000336	18423200
OB_003370	18241326
OB_003371	18241326
OB_003372	18241326
OB_003373	18241326
OB_003374	18006689
OB_003375	7859289
OB_003376	18727704
OB_003377	18727704
OB_003378	18727704
OB_003379	18727704
OB_000337	18423200
OB_003380	18727704
OB_003381	18727704
OB_003382	18727704
OB_003383	18727704
OB_003384	18727704
OB_003385	18727704
OB_003386	17608836
OB_003387	18727704
OB_003388	18727704
OB_003389	18727704
OB_000338	18423200
OB_003390	18727704
OB_003391	18727704
OB_003392	18727704
OB_003393	21562563
OB_003394	21562563
OB_003395	21562563
OB_003396	21562563
OB_003397	18006689
OB_003398	21562563
OB_003399	21562563
OB_000339	18423200
OB_000033	11799246
OB_003400	17996009
OB_003401	17996009
OB_003402	17996009
OB_003403	18006689
OB_003404	17996009
OB_003405	17996009
OB_003406	18782349
OB_003407	18782349
OB_003408	18782349
OB_003409	18782349
OB_000340	18423200
OB_003410	18782349
OB_003411	18782349
OB_003412	18782349
OB_003413	18782349
OB_003414	18006689
OB_003415	18782349
OB_003416	18782349
OB_003417	18782349
OB_003418	18782349
OB_003419	18782349
OB_000341	18423200
OB_003420	18782349
OB_003421	18782349
OB_003422	18782349
OB_003423	18782349
OB_003424	18782349
OB_003425	18006689
OB_003426	18782349
OB_003427	18782349
OB_003428	18782349
OB_003429	18782349
OB_000342	18423200
OB_003430	18782349
OB_003431	18782349
OB_003432	18782349
OB_003433	18782349
OB_003434	18782349
OB_003435	18006689
OB_003436	18221415
OB_003437	18221415
OB_003438	21471153
OB_003439	21471153
OB_000343	8034612
OB_003440	21471153
OB_003441	21471153
OB_003442	21471153
OB_003443	18006689
OB_003444	21471153
OB_003445	21471153
OB_003446	21471153
OB_003447	21471153
OB_003448	21471153
OB_003449	21471153
OB_000344	18423200
OB_003450	21471153
OB_003451	21471153
OB_003452	17608836
OB_003453	21531333
OB_003454	21531333
OB_003455	21531333
OB_003456	21531333
OB_003457	21531333
OB_003458	21531333
OB_003459	21531333
OB_000345	18423200
OB_003460	21531333
OB_003461	17608836
OB_003462	21531333
OB_003463	21531333
OB_003464	21531333
OB_003465	21531333
OB_003466	21531333
OB_003467	21531333
OB_003468	21531333
OB_003469	21531333
OB_000346	18423200
OB_003470	21531333
OB_003471	21531333
OB_003472	16380712
OB_003473	8247153
OB_003474	21531333
OB_003475	21531333
OB_003476	21531333
OB_003477	21531333
OB_003478	21531333
OB_003479	21531333
OB_000347	18423200
OB_003480	21464130
OB_003481	21464130
OB_003482	21464130
OB_003483	21464130
OB_003484	18006689
OB_003485	21464130
OB_003486	21451522
OB_003487	21451522
OB_003488	21386131
OB_003489	21408075
OB_000348	18423200
OB_003490	21386131
OB_003491	18006689
OB_003492	21386131
OB_003493	21386131
OB_003494	21386131
OB_003495	21386131
OB_003496	21386131
OB_003497	21386131
OB_003498	21386131
OB_003499	21386131
OB_000349	18423200
OB_000034	19372390
OB_003500	21386131
OB_003501	21386131
OB_003502	18006689
OB_003503	21386131
OB_003504	21386131
OB_003505	21386131
OB_003506	21386131
OB_003507	21386131
OB_003508	21386131
