bsid	entry_stable_id
692979	AF_000368
692979	AF_000398
692979	AF_000520
692979	AF_000804
692979	AF_000822
692979	AF_001213
692979	AF_001552
692979	AF_001585
692979	AF_001682
692979	AF_004147
692979	AF_004635
692979	AF_004747
694729	AF_001213
694729	AF_001552
694729	AF_004027
694729	AF_004635
695223	AF_000064
695223	AF_000804
695223	AF_000822
695223	AF_001682
695223	AF_004635
695223	AF_004747
698783	AF_002732
699872	AF_002732
714905	AF_005673
714905	AF_005985
714905	AF_008775
731800	AF_000903
731800	AF_004086
731800	AF_007402
734971	AF_000903
734971	AF_004086
734971	AF_007402
777543	AF_000822
777543	AF_002732
782024	AF_000008
782024	AF_000804
782024	AF_001552
782024	AF_001682
782024	AF_001736
782024	AF_004635
782024	AF_008185
782054	AF_000008
782054	AF_000804
782054	AF_001552
782054	AF_001682
782054	AF_001736
782054	AF_004635
782054	AF_008185
790333	AF_004259
790333	AF_004526
790333	AF_005100
790333	AF_005673
790333	AF_005985
790333	AF_006732
790333	AF_008775
790333	AF_009011
790333	AF_009451
790951	AF_000804
790951	AF_000822
790951	AF_002732
790951	AF_004747
795173	AF_000804
795173	AF_000822
795173	AF_002732
795173	AF_004747
799184	AF_000064
799184	AF_001982
799184	AF_002732
799197	AF_000064
799197	AF_001982
799197	AF_002732
814197	AF_000822
814197	AF_001769
814197	AF_001982
814248	AF_000822
814248	AF_001769
814248	AF_001982
815244	AF_004229
815244	AF_004662
815244	AF_004823
815244	AF_004863
815244	AF_005100
815244	AF_005143
815244	AF_005213
815244	AF_005673
815244	AF_005798
815244	AF_005985
815244	AF_006376
815244	AF_006654
815244	AF_006732
815244	AF_006809
815244	AF_006931
815244	AF_007192
815244	AF_007289
815244	AF_008775
815244	AF_009011
815244	AF_009017
815244	AF_009451
815402	AF_007451
815402	AF_007604
815402	AF_007738
815402	AF_008797
815838	AF_009275
817567	AF_000314
817567	AF_000416
817567	AF_000594
817567	AF_000741
817567	AF_000742
817567	AF_000745
817567	AF_000746
817567	AF_000874
817567	AF_000974
817567	AF_001007
817567	AF_001154
817567	AF_001156
817567	AF_001164
817567	AF_001675
817567	AF_002008
817567	AF_002474
817567	AF_002475
817567	AF_002888
817567	AF_003106
817567	AF_004229
817567	AF_004662
817567	AF_004823
817567	AF_004863
817567	AF_005100
817567	AF_005143
817567	AF_005213
817567	AF_005673
817567	AF_005798
817567	AF_005985
817567	AF_006376
817567	AF_006654
817567	AF_006732
817567	AF_006809
817567	AF_006931
817567	AF_007192
817567	AF_007289
817567	AF_007451
817567	AF_007604
817567	AF_007738
817567	AF_008010
817567	AF_008011
817567	AF_008114
817567	AF_008128
817567	AF_008367
817567	AF_008775
817567	AF_008797
817567	AF_008935
817567	AF_008988
817567	AF_009011
817567	AF_009017
817567	AF_009275
817567	AF_009348
817567	AF_009353
817567	AF_009363
817567	AF_009402
817567	AF_009424
817567	AF_009436
817567	AF_009451
835432	AF_002732
839541	AF_002732
852715	AF_000025
852715	AF_000368
852715	AF_000869
852715	AF_001213
852715	AF_001350
852715	AF_001552
852715	AF_001736
852715	AF_001982
852715	AF_001997
852715	AF_004147
852715	AF_004635
852928	AF_000025
852928	AF_000368
852928	AF_000869
852928	AF_001213
852928	AF_001350
852928	AF_001552
852928	AF_001736
852928	AF_001982
852928	AF_001997
852928	AF_004147
852928	AF_004635
855762	AF_004229
855762	AF_004823
855762	AF_004863
855762	AF_005143
855762	AF_005213
855762	AF_005673
855762	AF_005798
855762	AF_005985
855762	AF_006376
855762	AF_006654
855762	AF_008775
855762	AF_009017
855783	AF_007604
855783	AF_007738
862220	AF_000025
862220	AF_000368
862220	AF_000822
862220	AF_004027
862220	AF_004747
862314	AF_000025
862314	AF_000368
862314	AF_000822
862314	AF_004027
862314	AF_004747
868416	AF_005346
868416	AF_006479
868416	AF_006747
868416	AF_006931
868416	AF_007062
868416	AF_007086
868416	AF_009253
869018	AF_000266
869018	AF_000804
869018	AF_000822
869018	AF_002732
869018	AF_004747
869019	AF_000266
869019	AF_000804
869019	AF_000822
869019	AF_001982
869019	AF_004747
878042	AF_000266
878042	AF_000804
878042	AF_000822
878042	AF_002732
878042	AF_004747
908268	AF_002732
908268	AF_003018
909696	AF_002732
909696	AF_003018
921263	AF_003944
921263	AF_003959
921263	AF_003968
921263	AF_004267
921263	AF_004296
921263	AF_004313
921263	AF_004662
921263	AF_004750
921263	AF_004864
921263	AF_004946
921263	AF_004949
921263	AF_005055
921263	AF_005104
921263	AF_005136
921263	AF_005425
921263	AF_005700
921263	AF_005708
921263	AF_005765
921263	AF_005807
921263	AF_005812
921263	AF_005848
921263	AF_006156
921263	AF_007054
921263	AF_007107
921263	AF_007110
921263	AF_009020
921318	AF_003638
921318	AF_003788
921318	AF_004086
921318	AF_007407
921318	AF_007543
921318	AF_007650
921318	AF_007681
921318	AF_007697
921318	AF_007819
921318	AF_007843
921318	AF_008797
921318	AF_009258
921412	AF_000025
921412	AF_000368
921412	AF_000804
921412	AF_000822
921412	AF_001213
921412	AF_001301
921412	AF_001350
921412	AF_001585
921412	AF_001997
921412	AF_004635
921412	AF_004747
921412	AF_009275
946613	AF_001552
948285	AF_000804
948285	AF_002732
948307	AF_000804
948307	AF_002732
953444	AF_000064
953444	AF_002732
953445	AF_000064
953445	AF_002732
953445	AF_004635
960764	AF_000064
960764	AF_002732
960764	AF_004635
983764	AF_000025
983764	AF_000064
983764	AF_000368
983764	AF_000822
983764	AF_002732
983764	AF_002978
983764	AF_003018
983764	AF_004747
985584	AF_000025
985584	AF_000064
985584	AF_000368
985584	AF_000822
985584	AF_002732
985584	AF_002978
985584	AF_003018
985584	AF_004747
989651	AF_000025
989651	AF_000368
989651	AF_000804
989651	AF_000822
989651	AF_001350
989651	AF_001488
989651	AF_001585
989651	AF_001682
989651	AF_004747
992181	AF_000025
992181	AF_000368
992181	AF_000804
992181	AF_000822
992181	AF_001350
992181	AF_001488
992181	AF_001585
992181	AF_001682
992181	AF_004747
997697	AF_004857
997839	AF_000941
997840	AF_008241
1017641	AF_000042
1017641	AF_002732
1019520	AF_000042
1019520	AF_002732
1026143	AF_000804
1033502	AF_000804
1060314	AF_001682
1060315	AF_001213
1060315	AF_001357
1060315	AF_001552
1084231	AF_001213
1084231	AF_001357
1084231	AF_001552
1084232	AF_001682
1084452	AF_004245
1084453	AF_004864
1084453	AF_005700
1084453	AF_005708
1084454	AF_003968
1084454	AF_005180
1084455	AF_003944
1084455	AF_006874
1084456	AF_005478
1084456	AF_006924
1084457	AF_004436
1084457	AF_004568
1084457	AF_004976
1084457	AF_006880
1084578	AF_004086
1084582	AF_002944
1084582	AF_004041
1084865	AF_000368
1084865	AF_004747
1084873	AF_001769
1084880	AF_001997
1084880	AF_003890
1084880	AF_007978
1084884	AF_002732
1108215	AF_000368
1108215	AF_003959
1108215	AF_004296
1108215	AF_004747
1108215	AF_005425
1108215	AF_005765
1108215	AF_005812
1108215	AF_007107
1108218	AF_004245
1108223	AF_001769
1108226	AF_004864
1108226	AF_005700
1108226	AF_005708
1108227	AF_003968
1108227	AF_004086
1108227	AF_005180
1108228	AF_003944
1108228	AF_006874
1108233	AF_005478
1108233	AF_006924
1145931	AF_000064
1145931	AF_001213
1145931	AF_001552
1145931	AF_004027
1145932	AF_001350
1145932	AF_001585
1158200	AF_000064
1158200	AF_001213
1158200	AF_001552
1158200	AF_004027
1158201	AF_001350
1158201	AF_001585
1223379	AF_000025
1223379	AF_000368
1223379	AF_000822
1223379	AF_002732
1223379	AF_004747
1223380	AF_002732
1223380	AF_003018
1238833	AF_002732
1238833	AF_003018
1272709	AF_003953
1272709	AF_003959
1272709	AF_003968
1272709	AF_004296
1272709	AF_005104
1272709	AF_005425
1272709	AF_005678
1272709	AF_005765
1272709	AF_005807
1272709	AF_006011
1272709	AF_006624
1272709	AF_007107
1272709	AF_007184
1272709	AF_008843
1272709	AF_009020
1272837	AF_004086
1272837	AF_007389
1272837	AF_007650
1272837	AF_007676
1272837	AF_007697
1272837	AF_009258
1273130	AF_002732
1273130	AF_003018
1273131	AF_000025
1273131	AF_000064
1273131	AF_000368
1273131	AF_000822
1273131	AF_001213
1273131	AF_001585
1273131	AF_001682
1273131	AF_004747
1285075	AF_002732
1285075	AF_003018
1311050	AF_000822
1311050	AF_001982
1311050	AF_002732
1311050	AF_003018
1311050	AF_004747
1311081	AF_000822
1311081	AF_001982
1311081	AF_002732
1311081	AF_003018
1311081	AF_004747
1315393	AF_003959
1315393	AF_004296
1315393	AF_005425
1315393	AF_005765
1315393	AF_005812
1315393	AF_007107
